variable,code,label,source_year
d115xi,8,No respondio,2024
d115xj,0,No,2024
d115xj,1,Sí,2024
d115xj,8,No respondio,2024
d115xk,0,No,2024
d115xk,1,Sí,2024
d115xk,8,No respondio,2024
d115y,0,Alguien la lastimó físicamente,2024
d115y,1,Nadie la lastimó físicamente,2024
d115y,8,No respondio,2024
d116,1,Madre,2024
d116,10,Suegra,2024
d116,11,Suegro,2024
d116,12,Otro familiar femenino del esposo,2024
d116,13,Otro familiar masculino del esposo,2024
d116,14,Otro pariente femenino,2024
d116,15,Otro pariente masculino,2024
d116,16,Amiga/conocida,2024
d116,17,Amigo/conocido,2024
d116,18,Maestro(a)/Profesor(a),2024
d116,19,Empleador(a),2024
d116,2,Padre,2024
d116,20,Extraño(a),2024
d116,21,Actual novio/enamorado,2024
d116,22,Ex-novio/ex-enamorado,2024
d116,3,Madrastra,2024
d116,4,Padrastro,2024
d116,5,Hermana,2024
d116,6,Hermano,2024
d116,7,Hija,2024
d116,8,Hijo,2024
d116,9,Ex-esposo/ex-compañero,2024
d116,96,Otra,2024
d117a,0,De ningún modo,2024
d117a,1,A menudo,2024
d117a,2,Algunas veces,2024
d118a,0,No,2024
d118a,1,Si,2024
d118b,0,No,2024
d118b,1,Si,2024
d118c,0,No,2024
d118c,1,Si,2024
d118d,0,No,2024
d118d,1,Si,2024
d118e,0,No,2024
d118e,1,Si,2024
d118f,0,No,2024
d118f,1,Si,2024
d118g,0,No,2024
d118g,1,Si,2024
d118h,0,No,2024
d118h,1,Si,2024
d118i,0,No,2024
d118i,1,Si,2024
d118j,0,No,2024
d118j,1,Si,2024
d118k,0,No,2024
d118k,1,Si,2024
d118l,0,No,2024
d118l,1,Si,2024
d118m,0,No,2024
d118m,1,Si,2024
d118n,0,No,2024
d118n,1,Si,2024
d118o,0,No,2024
d118o,1,Si,2024
d118p,0,No,2024
d118p,1,Si,2024
d118q,0,No,2024
d118q,1,Si,2024
d118r,0,No,2024
d118r,1,Si,2024
d118s,0,No,2024
d118s,1,Si,2024
d118t,0,No,2024
d118t,1,Si,2024
d118u,0,No,2024
d118u,1,Si,2024
d118v,0,No,2024
d118v,1,Si,2024
d118w,0,No,2024
d118w,1,Si,2024
d118x,0,No,2024
d118x,1,Si,2024
d118xa,0,No,2024
d118xa,1,Si,2024
d118xb,0,No,2024
d118xb,1,Si,2024
d118xc,0,No,2024
d118xc,1,Si,2024
d118xd,0,No,2024
d118xd,1,Si,2024
d118xe,0,No,2024
d118xe,1,Si,2024
d118xf,0,No,2024
d118xf,1,Si,2024
d118xg,0,No,2024
d118xg,1,Si,2024
d118xh,0,No,2024
d118xh,1,Si,2024
d118xi,0,No,2024
d118xi,1,Si,2024
d118xj,0,No,2024
d118xj,1,Si,2024
d118xk,0,No,2024
d118xk,1,Si,2024
d118y,0,Alguien la lastimó durante la gestación,2024
d118y,1,Nadie la lastimó durante la gestación,2024
d119a,0,No,2024
d119a,1,Si,2024
d119b,0,No,2024
d119b,1,Si,2024
d119c,0,No,2024
d119c,1,Si,2024
d119d,0,No,2024
d119d,1,Si,2024
d119e,0,No,2024
d119e,1,Si,2024
d119f,0,No,2024
d119f,1,Si,2024
d119g,0,No,2024
d119g,1,Si,2024
d119h,0,No,2024
d119h,1,Si,2024
d119i,0,No,2024
d119i,1,Si,2024
d119j,0,No,2024
d119j,1,Si,2024
d119k,0,No,2024
d119k,1,Si,2024
d119l,0,No,2024
d119l,1,Si,2024
d119m,0,No,2024
d119m,1,Si,2024
d119n,0,No,2024
d119n,1,Si,2024
d119o,0,No,2024
d119o,1,Si,2024
d119p,0,No,2024
d119p,1,Si,2024
d119q,0,No,2024
d119q,1,Si,2024
d119r,0,No,2024
d119r,1,Si,2024
d119s,0,No,2024
d119s,1,Si,2024
d119t,0,No,2024
d119t,1,Si,2024
d119u,0,No,2024
d119u,1,Si,2024
d119v,0,No,2024
d119v,1,Si,2024
d119w,0,No,2024
d119w,1,Si,2024
d119x,0,No,2024
d119x,1,Si,2024
d119xa,0,No,2024
d119xa,1,Si,2024
d119xb,0,No,2024
d119xb,1,Si,2024
d119xc,0,No,2024
d119xc,1,Si,2024
d119xd,0,No,2024
d119xd,1,Si,2024
d119xe,0,No,2024
d119xe,1,Si,2024
d119xf,0,No,2024
d119xf,1,Si,2024
d119xg,0,No,2024
d119xg,1,Si,2024
d119xh,0,No,2024
d119xh,1,Si,2024
d119xi,0,No,2024
d119xi,1,Si,2024
d119xj,0,No,2024
d119xj,1,Si,2024
d119xk,0,No,2024
d119xk,1,Si,2024
d119y,0,Buscó ayuda de alguien,2024
d119y,1,No buscó ayuda,2024
d120,1,No sabe donde ir/no conoce servicios,2024
d120,10,Presión familiar,2024
d120,11,Miedo a que no le de dinero para el sustento de su familia,2024
d120,2,No era necesario,2024
d120,3,No sirve de nada,2024
d120,4,Es parte de la vida,2024
d120,5,Miedo al divorcio/separación,2024
d120,6,Miedo a que le pegara de neuvo a ella o a sus hijas e hijos,2024
d120,7,Miedo de causarle un problema a la persona que le pego,2024
d120,8,Vergüenza,2024
d120,9,Ella tenía la culpa,2024
d120,96,Otro,2024
d121,0,No,2024
d121,1,Sí,2024
d121,8,No sabe,2024
d122a,0,No,2024
d122a,1,"Si, una vez",2024
d122a,2,Si mas de una vez,2024
d122b,0,No,2024
d122b,1,"Si, una vez",2024
d122b,2,Si mas de una vez,2024
d122c,0,No,2024
d122c,1,"Si, una vez",2024
d122c,2,Si mas de una vez,2024
d123,1,Quería,2024
d123,2,Forzado a,2024
d123,3,Se negó a responder/no respondió,2024
d124,0,No,2024
d124,1,Sí,2024
d124,6,Se negó a responder/no respondió,2024
d125,0,No,2024
d125,1,Sí,2024
d125,3,Se negó a responder/no respondió,2024
d126,98,No sabe,2024
d127,1,Esposo actual/pareja,2024
d127,10,Profesor,2024
d127,11,Empleador/alguien en el trabajo,2024
d127,12,Policía/soldado,2024
d127,13,Sacerdote/líder religioso,2024
d127,14,Desconocido,2024
d127,2,Ex marido/pareja,2024
d127,3,Actual/ex novio,2024
d127,4,Padre,2024
d127,5,Padrastro,2024
d127,6,Otro pariente,2024
d127,7,Consuegro,2024
d127,8,Propio amigo/conocido,2024
d127,9,Amigo de la familia,2024
d127,96,Otro,2024
d127,99,Missing,2013
d128,0,No,2024
d128,1,Si,2024
h0,0,No,2024
h0,1,Vacuna fecha en la tarjeta,2024
h0,2,Reportado por la madre,2024
h0,3,Vacuna marcado en la tarjeta,2024
h0,8,No sabe,2024
h0d,97,Inconsistente,2024
h0d,98,No sabe,2024
h0m,97,Inconsistente,2024
h0m,98,No sabe,2024
h0y,9997,Inconsistente,2024
h0y,9998,No sabe,2024
h1,0,Sin tarjeta,2024
h1,1,"Sí, vista",2024
h1,2,"Sí, no vista",2024
h1,3,Ya no tiene tarjeta,2024
h10,0,No,2024
h10,1,"Sí, las últimas 24 horas",2024
h10,2,"Sí, las últimas dos semanas",2024
h10,8,No sabe,2024
h11,0,No,2024
h11,1,"Sí, las últimas 24 horas",2024
h11,2,"Sí, las últimas dos semanas",2024
h11,8,No sabe,2024
h11b,0,No,2024
h11b,1,Si,2024
h11b,8,No sabe,2024
h12a,0,No,2024
h12a,1,Si,2024
h12b,0,No,2024
h12b,1,Si,2024
h12c,0,No,2024
h12c,1,Si,2024
h12d,0,No,2024
h12d,1,Si,2024
h12e,0,No,2024
h12e,1,Si,2024
h12f,0,No,2024
h12f,1,Si,2024
h12g,0,No,2024
h12g,1,Si,2024
h12h,0,No,2024
h12h,1,Si,2024
h12i,0,No,2024
h12i,1,Si,2024
h12j,0,No,2024
h12j,1,Si,2024
h12k,0,No,2024
h12k,1,Si,2024
h12l,0,No,2024
h12l,1,Si,2024
h12m,0,No,2024
h12m,1,Si,2024
h12n,0,No,2024
h12n,1,Si,2024
h12o,0,No,2024
h12o,1,Si,2024
h12p,0,No,2024
h12p,1,Si,2024
h12q,0,No,2024
h12q,1,Si,2024
h12r,0,No,2024
h12r,1,Si,2024
h12s,0,No,2024
h12s,1,Si,2024
h12t,0,No,2024
h12t,1,Si,2024
h12u,0,No,2024
h12u,1,Si,2024
h12v,0,No,2024
h12v,1,Si,2024
h12w,0,No,2024
h12w,1,Si,2024
h12x,0,No,2024
h12x,1,Si,2024
h12y,0,Si recibió tratamiento,2024
h12y,1,No recibió tratamiento,2024
h12z,0,No,2024
h12z,1,Si,2024
h13,0,No,2024
h13,1,1 Sí: SRO - espontáneo,2024
h13,2,2 Sí: SRO - sondeó,2024
h13,8,8 No sabe,2024
h13b,0,No,2024
h13b,1,Si,2024
h13b,8,No sabe,2024
h14,0,No,2024
h14,1,1 Sí: RHS - espontáneo,2024
h14,2,2 Sí: RHS - sondeó,2024
h14,8,8 No sabe,2024
h15,0,No,2024
