variable,code,year,was,canonical
s815ad,1,2013,Yes,Si
s815ae,1,2013,Yes,Si
s815ax,1,2013,Yes,Si
s815az,1,2013,Yes,Si
s816a,1,2013,Yes,Si
s816aa,1,2013,Yes,Si
s816ab,1,2013,Yes,Si
s816ac,1,2013,Yes,Si
s816ad,1,2013,Yes,Si
s816ae,1,2013,Yes,Si
s816af,1,2013,Yes,Si
s816ag,1,2013,Yes,Si
s816ah,1,2013,Yes,Si
s816ai,1,2013,Yes,Si
s816aj,1,2013,Yes,Si
s816ak,1,2013,Yes,Si
s816al,1,2013,Yes,Si
s816aw,1,2013,Yes,Si
s816az,1,2013,Yes,Si
s816b,1,2013,Yes,Si
s816c,1,2013,Yes,Si
s816d,1,2013,Yes,Si
s816e,1,2013,Yes,Si
s816f,1,2013,Yes,Si
s816g,1,2013,Yes,Si
s816h,1,2013,Yes,Si
s816i,1,2013,Yes,Si
s816j,1,2013,Yes,Si
s816k,1,2013,Yes,Si
s816l,1,2013,Yes,Si
s816m,1,2013,Yes,Si
s816w,1,2013,Yes,Si
s816z,1,2013,Yes,Si
s817,1,2013,Yes,Sí
s817,8,2013,Don't know,No sabe
s817gf,1,2013,Yes,Si
s817gg,1,2013,Yes,Si
s817gm,1,2013,Yes,Si
s818,1,2013,Yes,Si
sh11a,1,2013,Yes,Si
sh11b,1,2013,Yes,Si
sh11c,1,2013,Yes,Si
sh11d,1,2013,Yes,Si
sh11e,1,2013,Yes,Si
sh11y,1,2013,"Yes, Don't Know",Si
sh11z,1,2013,Yes,Si
sh12,1,2013,Yes,Si
sh12,8,2013,DK,No sabe
sh13,5,2013,Sought for work,Buscó trabajo
sh13,6,2013,Student,Estudiaba
sh13,96,2013,Others,Otro
sh13,98,2013,DK,No sabe
sh13,1,2013,Worked 1 hour,Trabajó menos de una hora
sh13,4,2013,Worked with family,"Estuvo ayudando en la chacra, tienda o negocio de un familiar, sin pago alguno"
sh13,7,2013,Household work,Realizó los queaceres del hogar
sh13,2,2013,Did some tasks for money,Realizó alguna tarea o cachuelo
sh13,3,2013,Didn't work but has a job,No trabajó pero tenia trabajo
sh15g,8,2013,Don't know,No lo sé
sh15n,4,2013,"Higher, university",Superior universitario
sh15n,5,2013,Post grade,Posgrado
sh15n,1,2013,Primary,Primario
sh15n,2,2013,Secondary,Secundario
sh15n,3,2013,"Higher, not university","Superior, no universitario"
sh15n,0,2013,Preschool,Inicial/ Pre-escolar
sh15n,0,2019,Preescolar,Inicial/ Pre-escolar
sh15n,8,2013,DK,No sabe
sh15y,7,2013,Education given in grades,Educación dada en grados
sh15y,8,2013,Don't know,No lo sé
sh18g,8,2013,Don't know,No lo sé
sh18n,4,2013,"Higher, university",Superior universitario
sh18n,5,2013,Post grade,Posgrado
sh18n,1,2013,Primary,Primario
sh18n,2,2013,Secondary,Secundario
sh18n,3,2013,"Higher, not university","Superior, no universitario"
sh18n,0,2013,Preschool,Inicial/ Pre-escolar
sh18n,0,2019,Preescolar,Inicial/ Pre-escolar
sh18n,8,2013,DK,No sabe
sh18y,7,2013,Education given in grades,Educación dada en grados
sh18y,8,2013,Don't know,No lo sé
sh20g,8,2013,Don't know,No lo sé
sh20n,4,2013,"Higher, university",Superior universitario
sh20n,5,2013,Post grade,Posgrado
sh20n,1,2013,Primary,Primario
sh20n,2,2013,Secondary,Secundario
sh20n,3,2013,"Higher, not university","Superior, no universitario"
sh20n,0,2013,Preschool,Inicial/ Pre-escolar
sh20n,0,2019,Preescolar,Inicial/ Pre-escolar
sh20n,8,2013,DK,No sabe
sh20y,7,2013,Education given in grades,Educación dada en grados
sh20y,8,2013,Don't know,No lo sé
sh224,1,2013,"Sin coloracion (valor ""0"")",Sin coloracion - valor 0
sh224,1,2019,Sin coloracion (valor,Sin coloracion - valor 0
sh224,4,2013,"Coloracion morado oscuro (valor ""30"")",Coloracion morado oscuro - valor 30
sh224,4,2019,Coloracion morado oscuro (valor,Coloracion morado oscuro - valor 30
sh224,2,2013,"Coloracion tenue (valor ""7"")",Coloracion tenue - valor 7
sh224,2,2019,Coloracion tenue (valor,Coloracion tenue - valor 7
sh224,3,2013,"Coloracion azul o morado (valor ""15"")",Coloracion azul o morado - valor 15
sh224,3,2019,Coloracion azul o morado (valor,Coloracion azul o morado - valor 15
sh225,17,2013,Salcita,Marisal
sh225,5,2013,Supersaladita,Cholisal
sh225,19,2013,Elita sal,Mipurita
sh225,96,2013,Otro,Otros
sh225,23,2013,Esal,Prodesmi
sh225,25,2013,Premium,Ricanorteñita
sh225,1,2013,Norsal,Blanquita
sh225,8,2013,Marsal,Elita
sh225,4,2013,Emsal,Chinita
sh225,20,2013,Liberteña,Norsal
sh225,7,2013,Varsal,ElChalandelNorte
sh225,16,2013,Costeñita,Marina
sh225,18,2013,Sabrosita,Marsal
sh225,10,2013,Norteño,Emsal
sh225,24,2013,Extra sal,Purasal
sh225,6,2013,Salina,Costeñita
sh225,12,2013,Mi purita,Extrasal
sh225,21,2013,Rica norteñita,Norteño
sh225,11,2013,Elita,Esal
sh225,14,2013,Chinita,LaCocinera
sh225,13,2013,Salcita var,Finita
sh225,22,2013,Blanquita,Premium
sh225,15,2013,Viva,Liberteña
sh225,2,2013,Pura sal,Brisal
sh225,9,2013,Marisal,Elitasal
sh225,3,2013,Marina,Chavelita
sh227,4,2013,"Take the water as it comes from river, spring, well, etc","La toman tal como viene del: Rio, Acequia, Pozo, etc."
sh227,5,2013,Take packed water,Toman agua embotellada
sh227,2,2013,From 0.1 to < than 0.5 mg/lt,De 0.1 mg/Lt. a menos de 0.5 mg/Lt.
sh227,9,2013,Test could not be taken,No se pudo realizar la Prueba
sh227,3,2013,0.0 mg/lt,0.0 mg/Lt. (Colorímetro de disco)
sh227,3,2019,0.0 mg/Lt.,0.0 mg/Lt. (Colorímetro de disco)
sh227,1,2013,>=  0.5 mg/lt,Mayor o Igual a 0.5 mg/Lt.
sh42,1,2013,Yes,Si
sh43,1,2013,Yes,Si
sh48,1,2013,Yes,Si
sh52,6,2013,Other,Otro
sh52,2,2013,Private agency/company,Agencia privada / empresa
sh52,3,2013,Other private water provider,Otras provisiones privadas de agua
sh52,1,2013,Public agency/company,Agencia pública / empresa
sh56,4,2013,Weekly,Semanal
sh56,5,2013,8+ days,8 días
sh56,6,2013,Never,Nunca
sh56,1,2013,Several times during the day,Varias veces durante el
sh56,2,2013,Daily,Diariamente
sh56,3,2013,Several times during the week,Varias veces durante el
sh58,81,2013,Use to feed animals,Uso para alimentar a los animales
sh58,96,2013,Other,Otro
sh58,23,2013,Throw in community containers,Tirar en contenedores comunitarios
sh58,98,2013,DK,No sabe
sh58,41,2013,Throw in far away place,Tirar en un lugar lejano
sh58,61,2013,Bury,Enterrar
sh58,42,2013,Throw on streets,Tirar en las calles
sh58,24,2013,Throw in private company containers,Tirar en compañía privada
sh58,12,2013,Picked at home by municipality,Elegido en el hogar por municipio
sh58,21,2013,Throw in government containers,Tirar en contenedores del gobierno
sh58,11,2013,Picked at home by government,Elegido en casa por el gobierno
sh58,14,2013,Picked at home by private companies,Elegido en casa por la empresa privada
sh58,51,2013,Burn,Quemar
sh58,31,2013,Throw in open space,Lanzar en un espacio abierto
sh58,71,2013,Make compost,Hacer abono
sh58,44,2013,River,Río
sh58,43,2013,Throw in yard/plot,Tirar en yarda / parcela
sh58,13,2013,Picked at home by community,Elegido en casa por la comunidad
sh58,22,2013,Throw in municipality containers,Lanzar en el municipio containe
sh58,15,2013,Picked at home by other,Elegido en casa por Otro
sh59,4,2013,Every other week,Cualquier otra semana
sh59,5,2013,Once per month,Una vez al mes
sh59,6,2013,Irregular timing,Tiempo irregular
sh59,2,2013,Several times during week,Varias veces durante la semana
sh59,3,2013,Weekly,Semanal
sh59,1,2013,Daily,Diariamente
sh60,4,2013,Paper bags,Bolsas de papel
sh60,5,2013,Do not have recipient,No tiene destinatario
sh60,6,2013,Other,Otro
sh60,1,2013,Cover recipient/container,Contenedor / contenedor de la cubierta
sh60,2,2013,Uncover recepient/container,Descubrir receptivo / contener
sh60,3,2013,Plastic bags,Bolsas de plástico
sh61a,1,2013,Yes,Si
sh61b,1,2013,Yes,Si
sh61c,1,2013,Yes,Si
sh61d,1,2013,Yes,Si
sh61e,1,2013,Yes,Si
sh61j,1,2013,Yes,Si
sh61k,1,2013,Yes,Si
sh61l,1,2013,Yes,Si
sh61m,1,2013,Yes,Si
sh61n,1,2013,Yes,Si
sh61o,1,2013,Yes,Si
sh61p,1,2013,Yes,Si
sh61q,1,2013,Yes,Si
sh61r,1,2013,Yes,Si
sh61s,1,2013,Yes,Si
sh63,1,2013,Yes,Si
sh64,6,2013,"Coal, lignite",Carbón vegetal
sh64,11,2013,Animal dung,Bosta
sh64,96,2013,Other,Otro
sh64,8,2013,Wood,Leña
sh64,1,2013,Electricity,Electricidad
sh64,7,2013,Charcoal,Carbón mineral
sh64,2,2013,LPG,GLP
sh64,9,2013,Straw / shrubs / grass,Caña arbustos secos
sh64,3,2013,Natural gas,Gas natural
sh64,10,2013,Agricultural crop,Residuos agrícolas
sh66,1,2013,Yes,Si
sh69,1,2013,Yes,Si
sh69,8,2013,DK,No sabe
sh70,5,2013,Candles,Velas
sh70,6,2013,Battery,Batería
sh70,96,2013,Other,Otro
sh70,2,2013,LPG,GLP
sh70,3,2013,Natural gas,Gas natural
sh70,1,2013,Electriciy,Electricidad
sh76a,1,2013,Yes,Si
sh76a,8,2013,DK,No sabe
sh76b,1,2013,Yes,Si
sh76c,1,2013,Yes,Si
sh76d,1,2013,Yes,Si
sh76e,1,2013,Yes,Si
sh77f,1,2013,Yes,Si
sh78,1,2013,Yes,Si
sh78,8,2013,DK,No sabe
sh79,9996,2013,Area given in units other than hectares,Área dada en otras unidades
sh79,9998,2013,DK,No sabe
sh79,0,2013,Less than 0.1 hectares,Menos de 0.1 hectáreas
sxh73,1,2013,Yes,Si
v013,4,2013,30-34,De 30 a 34 años de edad
v013,5,2013,35-39,De 35 a 39 años de edad
v013,6,2013,40-44,De 40 a 44 años de edad
v013,7,2013,45-49,De 45 a 49 años de edad
v013,2,2013,20-24,De 20 a 24 años de edad
v013,3,2013,25-29,De 25 a 29 años de edad
v013,1,2013,15-19,De 15 a 19 años de edad
v014,4,2013,Y & age - y ignored,Año y edad - año ignorado supera el año de entrevista
v014,5,2013,"Year - a, m imp",Año - edad y mes imputados
v014,6,2013,"Age - y, m imp",Edad - año y mes imputados
v014,7,2013,"Month - a, y imp",Mes - edad y año imputados
v014,2,2013,Month and age -y imp,Mes y edad - año imputado
v014,8,2013,None - all imp,"Ninguno - edad, mes y año imputados"
v014,3,2013,Year and age - m imp,Año y edad - mes imputado
v014,1,2013,Month and year,Mes y año
v015,4,2013,Refused,Rechazada
v015,5,2013,Partly completed,Incompleta
v015,5,2019,Incoompleta,Incompleta
v015,6,2013,Incapacitated,Discapacitada
v015,7,2013,Other,Otra
v015,2,2013,Not at home,Ausente
v015,3,2013,Postponed,Aplazada
v015,1,2013,Completed,Completa
v018,0,2013,No calendar,Sin calendario
v019,0,2013,No calendar,Sin calendario
v020,0,2013,All woman sample,Toda la mujer muestra
v020,1,2013,Ever married sample,Alguna muestra casada
v025,1,2013,Urban,Urbano
v026,2,2013,Town,Pueblo
v026,3,2013,Countryside,Campo
v026,0,2013,"Capital, large city","Capital, gran ciudad"
v026,1,2013,Small city,Pequeña ciudad
v034,0,2013,Husband not in HH,El esposo no está en el hogar
v042,0,2013,Not selected,No sabeleccionado
v042,1,2013,Selected,Seleccionado
v043,0,2013,Woman not selected,Mujer No sabeleccionada
v043,1,2013,Woman selected,Mujer seleccionada
v044,2,2013,"Woman selected, but privacy not possible","Mujer seleccionada, pero la privacidad no es posible"
v044,3,2013,"Woman selected, but not interviewed","Mujer seleccionada, pero no entrevistada"
v044,0,2013,Woman not selected,Mujer No sabeleccionada
v044,1,2013,Woman selected and interviewed,Mujer seleccionada y entrevistada
v102,1,2013,Urban,Urbano
v103,4,2013,Abroad,En el extranjero
v103,2,2013,Town,Pueblo
v103,3,2013,Countryside,Campo
v103,0,2013,"Capital, large city","Capital, gran ciudad"
v103,1,2013,City,Ciudad
v104,95,2013,Always,Siempre
v104,97,2013,Inconsistent,Inconsistente
v104,96,2013,Visitor,Visitante
v104,98,2013,Don't know,No sabe
v105,4,2013,Abroad,En el extranjero
v105,2,2013,Town,Pueblo
v105,3,2013,Countryside,Campo
v105,0,2013,"Capital, large city","Capital, gran ciudad"
v105,1,2013,City,Ciudad
v106,2,2013,Secondary,Secundario
v106,3,2013,Higher,Superior
v106,3,2019,Mayor,Superior
v106,0,2013,No education,Sin educación
v106,1,2013,Primary,Primario
v113,12,2013,Piped outside dwelling but within buikding,"Fuera de la vivienda, pero dentro del edificio"
v113,21,2013,Well inside dwelling,Pozo en la casa/patio/lote
v113,11,2013,Piped into dwelling,Dentro de la vivienda
v113,97,2013,Not dejure resident,No es residente habitual
v113,51,2013,Rainwater,Agua de lluvia
v113,96,2013,Other,Otro
v113,71,2013,Bottled water,Agua embotellada
v113,43,2013,River/dam/lake/ponds/stream/canal/irirgation channel,Río/Acequia/Laguna
v113,13,2013,Public tap/standpipe,Pilón/Grifo público
v113,22,2013,Public well,Pozo Público
v113,41,2013,Spring,Manantial (puquio)
v113,61,2013,Tanker truck,Camión tanque/Aguatero
v115,996,2013,On premises,En los lugares
v115,997,2013,Not dejure resident,No residente de jure
v116,24,2013,Latrine over river/lake,Latrina sobre el río/lago
v116,12,2013,Outside dwelling,Vivienda exterior
v116,21,2013,Ventilated latrine,Letrina ventilada
v116,11,2013,Inside dwelling,Vivienda interior
v116,97,2013,Not dejure resident,No es residente habitual
v116,96,2013,OTHER,Otro
v116,23,2013,Latrine (ciego o negro),Latrina (ciego o negro)
v116,31,2013,"River, canal","Río, canal"
v116,22,2013,Septic well,Pozo séptico
v116,32,2013,No service,Sin servicio
v119,7,2013,Not dejure resident,No es residente habitual
v119,1,2013,Yes,Si
v120,7,2013,Not dejure resident,No es residente habitual
v120,1,2013,Yes,Si
v121,7,2013,Not dejure resident,No es residente habitual
v121,1,2013,Yes,Si
v122,7,2013,Not dejure resident,No es residente habitual
v122,1,2013,Yes,Si
v123,7,2013,Not dejure resident,No es residente habitual
v123,1,2013,Yes,Si
v124,7,2013,Not dejure resident,No es residente habitual
v124,1,2013,Yes,Si
v125,7,2013,Not dejure resident,No es residente habitual
v125,1,2013,Yes,Si
v127,21,2013,Wood,Madera (entablados)
v127,11,2013,Earth/sand,Tierra/arena
v127,97,2013,Not dejure resident,Otro(pona)
v127,96,2013,OTHER,Pona
v127,31,2013,Parket,Parquet o madera pulida
v127,34,2013,Cement/brick,Cemento/ladrillo
v127,32,2013,Asphlat tiles/vynil,"Làminas asfálticas, vinílicos o similares"
v127,33,2013,"Granite, ceramic tiles","Losetas, terrazos o similares"
v128,21,2013,Mud or mud bricks,Adobe o tapia tarrajeados
v128,11,2013,Wood,Tablones/madera
v128,97,2013,Not dejure resident,No es residente habitual
v128,96,2013,OTHER,Otro
v128,23,2013,Stone with mud,Piedra con barro
v128,31,2013,Brick/cement blocks,Ladrillo o /Bloques de cemento
v128,13,2013,Rustic mats,Caña/bambu/pona/palma/troncos/tabique
v128,22,2013,Bambu with mud,Quincha (caña con barro)
v128,32,2013,Stone with cal or cement,Piedra o sillar con cal o cemento
v128,41,2013,No walls,Sin paredes
v128,33,2013,Compressed wood,Tripley
v129,21,2013,Bambu with mud,Caña o estera con torta de barro
v129,11,2013,Straw and palm leaves,"Paja, hojas de palmera etc."
v129,97,2013,Not dejure resident,No es residente habitual
v129,96,2013,OTHER,Otro
v129,31,2013,Concrete plaque,Concreto armado
v129,34,2013,Plaque from different materials,"Plancha de calamina, fibra de cemento o similares"
v129,32,2013,Wood,Madera
v129,41,2013,With no roof,Sin techo
v129,33,2013,Tiles,Tejas
v130,96,2013,Other,Otra
v131,5,2013,Foreign language,Shipibo/Konibo
v131,1,2013,Spanish speaker,Quechua
v131,4,2013,Other indigeneous,Awajún/Aguaruna
v131,2,2013,Quechua,Aimara
v131,3,2013,Aymara,Ashaninka
v133,97,2013,Inconsistent,Inconsistente
v134,2,2013,Town,Pueblo
v134,3,2013,Countryside,Campo
v134,0,2013,"Capital, large city","Capital, ciudad grande"
v134,1,2013,Small city,Ciudad pequeña
v135,2,2013,Visitor,Visitante
v135,1,2013,Usual resident,Residente habitual
v139,97,2013,Not dejure resident,No es residente habitual
v139,0,2013,Abroad,En el extranjero
v140,2,2013,Rural,Área rural
v140,7,2013,Not dejure resident,No es residente habitual
v140,1,2013,Urban,Área urbana
v141,7,2013,Not dejure resident,No es residente habitual
v141,2,2013,Town,Pueblo
v141,3,2013,Countryside,Campo
v141,0,2013,"Capital, large city","Capital, ciudad grande"
v141,1,2013,City,Ciudad pequeña
v149,4,2013,Complete secondary,Secundaria completa
v149,5,2013,Higher,Superior
v149,2,2013,Complete primary,Primaria completa
v149,3,2013,Incomplete secondary,Secundaria incompleta
v149,0,2013,No education,Sin educación
v149,1,2013,Incomplete primary,Primaria incompleta
v150,5,2013,Grand-daughter,Nieto/Nieta
v150,6,2013,Mother,Padre/Madre
v150,12,2013,Not related,Sin parentesco
v150,11,2013,Adopted/foster child,Hijo adoptado/hijo de crianza
v150,98,2013,DK,No sabe
v150,8,2013,Sister,Hermano/a
v150,1,2013,Head,Jefe del hogar
v150,4,2013,Daughter-in-law,Yerno/Nuera
v150,7,2013,Mother-in-law,Suegro/Suegra
v150,15,2013,Maid,Empleada domésdtica
v150,2,2013,Wife,Esposa/esposo
v150,9,2013,Co-spouse,Conviviente
v150,3,2013,Daughter,Hijo/Hija
v150,10,2013,Other relative,Otro pariente
v151,2,2013,Female,Mujer
v151,1,2013,Male,Hombre
v152,98,2013,DK,NS
v153,7,2013,Not dejure resident,No es residente habitual
v153,1,2013,Yes,Si
v155,4,2013,Blind/visually impaired,Ciega/problemas visuales
v155,2,2013,Able to read whole sentence,Puede leer la frase
v155,3,2013,No card with required language,No hay tarjeta en el idioma requerido
v155,0,2013,Cannot read at all,No puede leer
v155,1,2013,Able to read only parts of sentence,Puede leer sólo parte de la frase
v156,1,2013,Yes,Si
v157,2,2013,At least once a week,Una vez por semana
v157,3,2013,Almost every day,Casi todos los días
v157,0,2013,Not at all,Nunca
v157,1,2013,Less than once a week,De vez en cuando
v158,2,2013,At least once a week,Una vez por semana
v158,3,2013,Almost every day,Casi todos los días
v158,0,2013,Not at all,Nunca
v158,1,2013,Less than once a week,De vez en cuando
v159,2,2013,At least once a week,Una vez por semana
v159,3,2013,Almost every day,Casi todos los días
v159,0,2013,Not at all,Nunca
v159,1,2013,Less than once a week,De vez en cuando
v160,7,2013,Not dejure resident,No es residente habitual
v160,1,2013,Yes,Si
v161,6,2013,"Coal, lignite",Carbón mineral
v161,11,2013,Animal dung,Bosta
v161,95,2013,No food cooked in HH,No cocina
v161,97,2013,Not dejure resident,No es residente habitual
v161,96,2013,Other,Otro
v161,8,2013,Wood,Leña
v161,1,2013,Electricity,Electricidad
v161,7,2013,Charcoal,Carbon vegetal
v161,2,2013,LPG,Gas Licuado (GLP)
v161,9,2013,Straw / shrubs / grass,Cañas/Arbustos (secos)
v161,3,2013,Natural gas,Gas natural(Tuberia)
v161,10,2013,Agricultural crop,Residuos agricolas
v166,7,2013,7 ppm,Coloración tenue - 7 ppm
v166,15,2013,15 ppm,Coloración azul o morado - 15 ppm
v166,994,2013,Salt not tested,No se pudo realizar la prueba
v166,995,2013,No salt,No hay sal en el hogar
v166,30,2013,30 ppm,Coloración morado oscuro - 30 ppm a más
v166,0,2013,0 ppm (no iodine),Sin coloración  - 0 ppm (sin yodo)
v167,0,2013,None,Ninguno
v168,1,2013,Yes,Si
v190,4,2013,Richer,Rico
v190,5,2013,Richest,Más rico
v190,2,2013,Poorer,Pobrer
v190,3,2013,Middle,Medio
v190,1,2013,Poorest,El más pobre
v213,0,2013,No or unsure,No o no está segura
v213,1,2013,Yes,Sí
v215,996,2013,Never menstruated,Nunca menstruado
v215,998,2013,Don't know,No sabe
v215,994,2013,In menopause,En la menopausia
v215,995,2013,Before last birth,Antes del último nacimiento
v215,997,2013,Inconsistent,Inconsistente
v216,1,2013,Yes,Si
v217,4,2013,Before period begins,Antes del período
v217,5,2013,At any time,En cualquier momento
v217,6,2013,Other,Otro
v217,1,2013,During her period,Durante su periodo
v217,2,2013,After period ended,Después de su período
v217,3,2013,Middle of the cycle,En medio del ciclo
v217,8,2013,Don't know,No sabe
v221,996,2013,Negative interval,Intervalo Negativo
v223,7,2013,Month - exact date,Mes - fecha exacta
v223,8,2013,None - date placed,Ninguno - fecha de colocación
v225,2,2013,Later,Querìa esperar
v225,3,2013,Not at all,No querìa tener (màs) hijas/hijos
v225,1,2013,Then,En ese momento
v226,996,2013,Never menstruated,Nunca menstruado
v226,998,2013,Don't know,No sabe
v226,994,2013,In menopause,En la menopausia
v226,995,2013,Before last birth,Antes del último nacimiento
v226,997,2013,Inconsistent,Inconsistente
v227,5,2013,"95, but per.returned","95, pero per. devuelto"
v227,6,2013,"96, but per.returned","96, pero por vuelta"
v227,0,2013,No flag,No marcado
v227,8,2013,"96, had children","96, tuvo hijos"
v227,1,2013,N > int. since birth,N> int. desde el nacimiento
v227,4,2013,"95, but no birth","95, pero sin nacimiento"
v227,7,2013,"N, last per. in preg","N, last per Emba"
v227,2,2013,N + amen. > interval,N + amen > intervalo
v227,9,2013,"N, per.bef.last birt","N, per antes ult nac"
v227,3,2013,"N, but per. not ret.","N, pero per no ret"
v228,1,2013,Yes,Si
v229,97,2013,Inconsistent,Inconsistente
v229,98,2013,DK,No Sabe
v230,9997,2013,Inconsistent,Inconsistente
v230,9998,2013,DK,No Sabe
v231,9997,2013,Inconsistent,Inconsistente
v231,9998,2013,DK,No Sabe
v232,5,2013,Year,Año
v232,7,2013,Month,Mes
v232,1,2013,Month and year,Mes y año
v232,2,2013,From calendar,De calendario
v232,8,2013,None,Ninguna
v233,97,2013,Inconsistent,Inconsistente
v233,98,2013,Don't know,NS
v234,1,2013,Yes,Si
v235,0,2013,No prior child,No niño anterior
v237,1,2013,Yes,Si
v239,1,2013,Yes,Si
v240,97,2013,Inconsistent,Inconsistente
v240,98,2013,Don't know,No sabe
v241,9997,2013,Inconsistent,Inconsistente
v241,9998,2013,Don't know,No sabe
v242,9997,2013,Inconsistent,Inconsistente
v242,9998,2013,Don't know,No sabe
v243,5,2013,Year,Año
v243,7,2013,Month,Mes
v243,1,2013,Month and year,Mes y año
v243,2,2013,From calendar,De calendario
v243,8,2013,None,Ninguna
v301,2,2013,Knows only trad. mth,Sólo sabe trad. mes
v301,3,2013,Knows modern method,Conoce el método moderno
v301,0,2013,Knows no method,No conoce ningún método
v301,1,2013,Knows only folkloric,Sabe sólo folklórico
v302,2,2013,Used only trad. meth,Metodos tradicionales
v302,3,2013,Used modern method,Metodos modernos
v302,0,2013,Never used,Nunca usado
v302,1,2013,Used only folkloric,Otros metodos
v307_09,1,2013,Yes,Si
v311,4,2013,4+,4 a más
v311,5,2013,Never used,Nunca usado
v312,17,2013,Specific method 1,Método específico 1
v312,5,2013,Condom,Condón
v312,19,2013,Specific method 3,Método específico 3
v312,0,2013,Not using,No usando
v312,1,2013,Pill,Píldora
v312,8,2013,Periodic Abstinence,Abstinencia periódica
v312,4,2013,Diaphragm,Diafragma
v312,20,2013,Specific method 4,Método específico 4
v312,7,2013,Male Sterilization,Esterilización masculina
v312,16,2013,Emergency contraception,Anticoncepción oral de emergencia
v312,18,2013,Specific method 2,Método específico 2
v312,10,2013,Other,Otro
v312,6,2013,Female Sterilization,Esterilización femenina
v312,12,2013,Abstinence,Abstinencia
v312,11,2013,Norplant,Norplant/Implantes
v312,14,2013,Female condom,Condón femenino
v312,13,2013,Lactational amenorrhea,Amenorrea por lactancia (MELA)
v312,15,2013,Foam or jelly,"Espuma, jalea, óvulos (vaginales)"
v312,2,2013,IUD,DIU
v312,9,2013,Withdrawal,Retiro
v312,3,2013,Injections,Inyección
v313,2,2013,Traditional method,Método tradicional
v313,3,2013,Modern method,Método moderno
v313,0,2013,No method,No hay método
v313,1,2013,Folkloric method,Método folclórico
v318,5,2013,"Year - m imp, a calc","Año - m imp, una calc"
v318,7,2013,Month - date placed,Mes - fecha de publicación
v318,1,2013,Month and year,Mes y año
v318,9,2013,From calendar,De calendario
v318,8,2013,None - date placed,Ninguno - fecha de colocación
v319,4,2013,6-7,de 6 a 7
v319,5,2013,8-9,de 8 a 9
v319,6,2013,10+,de 10 a más
v319,2,2013,2-3,de 2 a 3
v319,3,2013,4-5,de 4 a 5
v319,1,2013,<2,menor de 2
v320,4,2013,35-39,de 35 a 39
v320,5,2013,40-44,de 40 a 44
v320,6,2013,45-49,de 45 a 49
v320,2,2013,25-29,de 25 a 29
v320,3,2013,30-34,de 30 a 34
v320,1,2013,<25,menor de 25
v321,4,2013,15-19,de 15 a 19
v321,5,2013,20-24,de 20 a 24
v321,6,2013,25+,de 25 a más
v321,2,2013,5-9,de 5 a 9
v321,3,2013,10-14,de 10 a 14
v321,0,2013,"Single, before marriage","Soltero, antes del matrimonio"
v321,1,2013,0-4,de 0 a 4
v322,5,2013,5+,de 5 a más
v323,96,2013,Other,Otro
v323,93,2013,"No brand (H. FF.AA., FF.PP)","Sin marca (H. FF.AA., FF.PP)"
v323,98,2013,Don't know,No sabe
v323,95,2013,No brand(MINSA),Sin marca (MINSA)
v323,94,2013,No brand(ESSALUD),Sin marca (ESSALUD)
v323a,96,2013,Other,Otro
v323a,93,2013,"No brand (H. FF.AA., FF.PP)","Sin marca (H. FF.AA., FF.PP)"
v323a,98,2013,Don't know,No sabe
v323a,95,2013,No brand(ESSALUD),Sin marca (MINSA)
v323a,94,2013,No brand(MINSA),Sin marca (ESSALUD)
v325a,9999995,2013,Free,Gratis
v325a,9999998,2013,Don't know,No sabe
v326,17,2013,Hospital/Other FFAA & PNP,Hospital/Otros de las FFAA & PNP
v326,19,2013,Other governemnt,Otro gobierno
v326,96,2013,OTHER,Otro
v326,23,2013,Private doctor,Consultorio médico particular
v326,25,2013,Health worker NGO,Promotor de ONG
v326,98,2013,DK,No sabe
v326,32,2013,Church,Hospital/Otro de la Iglesia
v326,16,2013,Center/Post ESSALUD,Policlìnico/Centro/Posta ESSALUD
v326,18,2013,Hospital/Other Local Govern.,Hospital/Otro de la Municipalidad
v326,33,2013,Friends/relatives,Amigos/parientes
v326,24,2013,Clinic/FP post NGO,Clínica/Posta de ONG
v326,12,2013,Health center MINSA,Centro de salud MINSA
v326,21,2013,Private clinic,Clínica particular
v326,95,2013,Automedication,Automedicación
v326,14,2013,Health worker MINSA,Promotor de salud MINSA
v326,31,2013,Shop/supermarket,Tienda/supermercado/hostal
v326,13,2013,Health post MINSA,Puesto de salud MINSA
v326,22,2013,Pharmacy,Farmacia/botica
v327,4,2013,Private Clin/Deliv,Clínica/Consultorio médico particular
v327,5,2013,Private Pharmacy,Farmacia/botica
v327,6,2013,"Shop, church, friend","Tienda, iglesia, amigo"
v327,7,2013,Other,Automedicación/Otro
v327,2,2013,Govt Home/Comm deliv,Promotor de Salud
v327,8,2013,Don't know,No sabe
v327,3,2013,NGO,Clínica/Posta/ Promotor ONG
v327,1,2013,Govt Clinical/Pharm,"Hospital, Centro de Salud, Puesto de Salud, Policlínico del Gobierno"
v337,998,2013,Don't know,No sabe
v337,95,2013,All cal. {A core},Todas cal {A core}
v337,997,2013,Inconsistent,Inconsistente
v359,17,2013,Collar cycle,Método específico 1
v359,5,2013,Condom,Condón
v359,19,2013,Specific method 3,Método específico 3
v359,1,2013,Pill,Píldora
v359,8,2013,Periodic Abstinence,Abstinencia periódica
v359,4,2013,Diaphragm,Diafragma
v359,20,2013,Specific method 4,Método específico 4
