module,column,verdict,reason,years,ref_year
01,p107c210,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0]}",9,
01,p107c22,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0]}",14,
01,p107c23,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 3]}",14,
01,p107c24,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 4]}",14,
01,p107c25,VERIFIED_MAPPING,,4,2015
01,p107c26,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0]}",14,
01,p107c27,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 7]}",14,
01,p107c28,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 8]}",11,
01,p107c29,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 9]}",10,
01,p107c31,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0]}",14,
01,p107c310,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 10]}",9,
01,p107c32,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0]}",14,
01,p107c33,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 3]}",14,
01,p107c34,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 4]}",14,
01,p107c35,VERIFIED_MAPPING,,4,2015
01,p107c36,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 6]}",14,
01,p107c37,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 7]}",14,
01,p107c38,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 8]}",11,
01,p107c39,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 9]}",10,
01,p107c41,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0]}",14,
01,p107c410,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 10]}",9,
01,p107c42,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0]}",14,
01,p107c43,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 3]}",14,
01,p107c44,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 4]}",14,
01,p107c45,VERIFIED_MAPPING,,4,2015
01,p107c46,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 6]}",14,
01,p107c47,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 7]}",14,
01,p107c48,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 8]}",11,
01,p107c49,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023, 2025]; observed codes without labels: {2024: [0, 9]}",10,
01,p107e,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",13,
01,p10811,VERIFIED_MAPPING,,8,2011
01,p10821,VERIFIED_MAPPING,,8,2011
01,p10831,VERIFIED_MAPPING,,8,2011
01,p10841,VERIFIED_MAPPING,,8,2011
01,p10851,VERIFIED_MAPPING,,8,2011
01,p10861,VERIFIED_MAPPING,,8,2011
01,p108a11,VERIFIED_MAPPING,,5,2011
01,p108a13,VERIFIED_MAPPING,,5,2011
01,p108a21,VERIFIED_MAPPING,,5,2011
01,p108a23,VERIFIED_MAPPING,,5,2011
01,p108a31,VERIFIED_MAPPING,,5,2011
01,p108a33,VERIFIED_MAPPING,,4,2011
01,p108a41,VERIFIED_MAPPING,,5,2011
01,p108a43,VERIFIED_MAPPING,,5,2011
01,p108a51,VERIFIED_MAPPING,,5,2011
01,p108a53,VERIFIED_MAPPING,,5,2011
01,p109b,UNRESOLVED_MAPPING,years without value labels: [2006],3,
01,p110,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p110a,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",17,
01,p110a1,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",14,
01,p110c,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",9,
01,p110d,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",9,
01,p110e,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",9,
01,p110f,UNRESOLVED_MAPPING,"years without value labels: [2018, 2019, 2021, 2022, 2023]",7,
01,p110g,UNRESOLVED_MAPPING,"years without value labels: [2018, 2019, 2021, 2022, 2023]",7,
01,p111,UNRESOLVED_MAPPING,observed codes without labels: {2011: [7]},8,
01,p111a,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",14,
01,p1121,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1122,VERIFIED_MAPPING,,13,2016
01,p1123,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1124,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1125,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1126,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1127,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p112a,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",19,
01,p1131,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1132,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1133,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1134,VERIFIED_MAPPING,,13,2016
01,p1135,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1136,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1137,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1138,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2007: [8]}",19,
01,p1139,UNRESOLVED_MAPPING,"years without value labels: [2018, 2019, 2021, 2022, 2023]",8,
01,p113a,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2006, 2007, 2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2011: [0], 2013: [0], 2020: [9], 2024: [9]}",22,
01,p1141,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1142,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2006: [1], 2007: [1]}",22,
01,p1143,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2006: [1], 2007: [1]}",22,
01,p1144,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2006: [1], 2007: [1]}",22,
01,p1145,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2006: [1], 2007: [1]}",22,
01,p1146,VERIFIED_MAPPING,,1,2025
01,p114b1,UNRESOLVED_MAPPING,years without value labels: [2023],3,
01,p114b2,UNRESOLVED_MAPPING,years without value labels: [2023],3,
01,p114b3,UNRESOLVED_MAPPING,years without value labels: [2023],3,
01,p115,VERIFIED_MAPPING,,3,2006
01,p116a2,UNRESOLVED_MAPPING,observed codes without labels: {2004: [0]},1,
01,p116c,UNRESOLVED_MAPPING,observed codes without labels: {2004: [0]},1,
01,p1171_01,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1171_02,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1171_03,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005]",13,
01,p1171_04,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1171_05,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1171_06,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1171_07,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1171_08,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1171_09,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1171_10,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1171_11,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1171_12,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1171_13,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1171_14,UNRESOLVED_MAPPING,"years without value labels: [2004, 2005, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,p1171_15,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",19,
01,p1171_16,UNRESOLVED_MAPPING,"years without value labels: [2018, 2019, 2021, 2022, 2023]",8,
01,p1171_17,UNRESOLVED_MAPPING,years without value labels: [2023],3,
01,p1175_01,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0]}",22,
01,p1175_02,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0], 2025: [4]}",22,
01,p1175_03,UNRESOLVED_MAPPING,"years without value labels: [2021]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0]}",15,
01,p1175_04,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0]}",22,
01,p1175_05,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0]}",22,
01,p1175_06,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0]}",22,
01,p1175_07,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0]}",22,
01,p1175_08,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0]}",22,
01,p1175_09,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0]}",22,
01,p1175_10,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0]}",22,
01,p1175_11,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0]}",22,
01,p1175_12,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0]}",22,
01,p1175_13,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0]}",22,
01,p1175_14,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0], 2006: [0], 2007: [0]}",22,
01,p1175_15,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2007: [0]}",19,
01,p1175_16,UNRESOLVED_MAPPING,"years without value labels: [2018, 2019, 2021, 2022, 2023]",8,
01,p1175_17,UNRESOLVED_MAPPING,years without value labels: [2023],3,
01,p22,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",12,
01,p24a,UNRESOLVED_MAPPING,"years without value labels: [2018, 2019, 2021, 2022, 2023]",8,
01,p24b,UNRESOLVED_MAPPING,"years without value labels: [2018, 2019, 2021, 2022, 2023]",8,
01,p25_1,UNRESOLVED_MAPPING,"years without value labels: [2018, 2019, 2021, 2022, 2023]",8,
01,p25_2,UNRESOLVED_MAPPING,"years without value labels: [2018, 2019, 2021, 2022, 2023]",8,
01,p25_3,UNRESOLVED_MAPPING,"years without value labels: [2018, 2019, 2021, 2022, 2023]",8,
01,p25_4,UNRESOLVED_MAPPING,"years without value labels: [2018, 2019, 2021, 2022, 2023]",8,
01,p25_5,UNRESOLVED_MAPPING,"years without value labels: [2018, 2019, 2021, 2022, 2023]",8,
01,p612i1,UNRESOLVED_MAPPING,"years without value labels: [2007, 2009, 2010, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2021, 2022, 2023]",19,
01,p612i2,UNRESOLVED_MAPPING,"years without value labels: [2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2021, 2022, 2023]",19,
01,p612i22,UNRESOLVED_MAPPING,"years without value labels: [2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]; observed codes without labels: {2012: [3, 4, 5, 10, 15, 18, 20, 30, 35, 40, 45, 50, 60, 65, 70, 80, 90, 100, 105, 120, 140, 150, 190, 200, 210, 230, 240, 250, 260, 280, 300, 340, 350, 400, 420, 430, 450, 500, 600, 650, 700, 780, 800, 900, 1000, 1100, 1200, 1250, 1300, 1400, 1500, 1600, 1700, 1800, 1850, 1900, 2000, 2200, 2300, 2450, 2500, 2600, 2800, 2900, 3000, 3216, 3240, 3400, 3500, 4000, 4185, 4500, 4800, 5000, 5340, 6000, 6750, 7000, 7500, 7800, 7980, 8000, 8100, 8400, 8500, 9000, 9146, 9220, 9450, 9880, 10000, 10240, 10400, 10760, 10880, 11205, 11700, 12000, 12015, 12090, 13800, 14000, 14300, 15000, 15840, 16200, 16800, 16832, 17100, 18000, 18340, 18550, 18900, 19380, 19600, 19680, 19832, 20000, 20100, 20250, 20960, 21840, 24210, 24300, 25000, 25650, 26000, 26800, 27000, 28000, 28300, 30000, 31200, 31920, 33125, 35360, 39000, 39150, 40000, 42000, 46900, 50000, 54000, 76850, 78600, 84537]}",19,
01,p613,UNRESOLVED_MAPPING,"observed codes without labels: {2004: [9], 2005: [9], 2006: [9]}",3,
01,p701,VERIFIED_MAPPING,,8,2011
01,panel,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2004: [0], 2005: [0]}",19,
01,rechazo_razones,VERIFIED_MAPPING,,1,2020
01,result,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,t107c17,VERIFIED_MAPPING,,2,2014
01,t107c18,UNRESOLVED_MAPPING,years without value labels: [2017],2,
01,t107c27,VERIFIED_MAPPING,,2,2014
01,t107c28,VERIFIED_MAPPING,,1,2015
01,t107c37,VERIFIED_MAPPING,,2,2014
01,t107c38,UNRESOLVED_MAPPING,years without value labels: [2017],3,
01,t107c47,VERIFIED_MAPPING,,2,2014
01,t107c48,UNRESOLVED_MAPPING,years without value labels: [2017],3,
01,t110,UNRESOLVED_MAPPING,"years without value labels: [2007, 2017, 2018, 2019, 2021, 2022, 2023]",22,
01,t111a,UNRESOLVED_MAPPING,"years without value labels: [2018, 2019, 2021, 2022, 2023]",8,
01,t1137,UNRESOLVED_MAPPING,years without value labels: [2017],5,
01,t113a,UNRESOLVED_MAPPING,years without value labels: [2017],3,
01,t1171_15,UNRESOLVED_MAPPING,years without value labels: [2017],5,
01,ticuest01,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]; observed codes without labels: {2016: [3]}",15,
01,tipenc,UNRESOLVED_MAPPING,"years without value labels: [2017, 2018, 2019, 2021, 2022, 2023]",22,
01,tipocuestionario,UNRESOLVED_MAPPING,years without value labels: [2021],2,
01,tipoentrevista,VERIFIED_MAPPING,,1,2020
