module,column,year,code,resolved,dta
78,p606e6,2024,0,No marcado,pase
78,p606e7,2016,0,No marcado,pase
78,p606e7,2017,0,No marcado,pase
78,p606e7,2018,0,No marcado,pase
78,p606e7,2019,0,No marcado,pase
78,p606e7,2021,0,No marcado,pase
78,p606e7,2022,0,No marcado,pase
78,p606e7,2023,0,No marcado,pase
78,p606e7,2024,0,No marcado,pase
78,p606e8,2016,0,No marcado,pase
78,p606e8,2017,0,No marcado,pase
78,p606e8,2018,0,No marcado,pase
78,p606e8,2019,0,No marcado,pase
78,p606e8,2021,0,No marcado,pase
78,p606e8,2022,0,No marcado,pase
78,p606e8,2023,0,No marcado,pase
78,p606e8,2024,0,No marcado,pase
78,p606ee,2016,2,Bodega (x menor),bodega ( x menor )
78,p606ee,2016,3,Bodega (x mayor),bodega ( x mayor )
78,p606ee,2016,4,Mercado (x menor),mercado ( x menor )
78,p606ee,2016,5,Mercado (x mayor),mercado ( x mayor )
78,p606ee,2017,2,Bodega (x menor),bodega (por menor )
78,p606ee,2017,3,Bodega (x mayor),bodega (por mayor )
78,p606ee,2017,4,Mercado (x menor),mercado (por menor )
78,p606ee,2017,5,Mercado (x mayor),mercado (por mayor )
78,p606ee,2018,2,Bodega (x menor),bodega (por menor )
