module,column,year,code,resolved,dta
78,p606ee,2018,3,Bodega (x mayor),bodega (por mayor )
78,p606ee,2018,4,Mercado (x menor),mercado (por menor )
78,p606ee,2018,5,Mercado (x mayor),mercado (por mayor )
78,p606ee,2019,2,Bodega (x menor),bodega (por menor )
78,p606ee,2019,3,Bodega (x mayor),bodega (por mayor )
78,p606ee,2019,4,Mercado (x menor),mercado (por menor )
78,p606ee,2019,5,Mercado (x mayor),mercado (por mayor )
78,p606ee,2022,2,Bodega (por menor ),bodega (por menor
78,p606ee,2022,3,Bodega (por mayor ),bodega (por mayor)
78,p606ee,2022,4,Mercado (por menor ),mercado (por menor)
78,p606ee,2022,5,Mercado (por mayor ),mercado (por mayor)
78,p606ee,2023,2,Bodega (por menor ),bodega (por menor
78,p606ee,2023,3,Bodega (por mayor ),bodega (por mayor)
78,p606ee,2023,4,Mercado (por menor ),mercado (por menor)
78,p606ee,2023,5,Mercado (por mayor ),mercado (por mayor)
78,p606n,2016,1,"Periódicos, revistas y libros",jabón de tocador
78,p606n,2016,2,"Esparcimiento y diversión (cine, cd, juguetes, espectáculos",champú y reacondicionador
78,p606n,2016,3,"Aportaciones o cuotas a clubes, asociaciones, etc.",pasta de dientes
78,p606n,2016,4,"Gastos en gimnasio ( aeróbicos, artes marciales, pesas )",desodorante
78,p606n,2016,5,Diskette,toallas higiénicas
78,p606n,2016,6,Artículos deportivos,colonia (para hombre y mujer)
78,p606n,2016,7,"Útiles de escritorio ( cuadernos, papeles, etc. )",lápiz labial
78,p606n,2016,8,Otros gastos,"artículos de tocador para bebes(jabón de tocador, champú, aceite, colonia, etc)"
78,p606n,2016,9,"Otros ( crema para manos, máquina de afeitar, polvos faciales, rimel,","otros (crema para manos, máquina de afeitar, polvos faciales, rimel, tinte para cabello, peine, esmalte para uñas, etc"
78,p606n,2016,11,"Otros servicios ( baños públicos, ondulación, lustrada de calzado, etc.)","otros servicios(baños públicos, ondulación, lustrado de calzado, etc.)"
78,p606n,2017,1,"Periódicos, revistas y libros",jabón de tocador
78,p606n,2017,2,"Esparcimiento y diversión (cine, cd, juguetes, espectáculos",champú y reacondicionador
78,p606n,2017,3,"Aportaciones o cuotas a clubes, asociaciones, etc.",pasta de dientes
78,p606n,2017,4,"Gastos en gimnasio ( aeróbicos, artes marciales, pesas )",desodorante
78,p606n,2017,5,"Diskette, usb",toallas higiénicas
78,p606n,2017,6,Artículos deportivos,colonia (para hombre y/o mujer)
78,p606n,2017,7,"Útiles de escritorio ( cuadernos, papeles, etc. )",lápiz labial
78,p606n,2017,8,Otros gastos,"artículos de tocador para bebes (jabón de tocador, champú, aceite, colonia, etc)"
78,p606n,2017,9,"Otros ( crema para manos, máquina de afeitar, polvos faciales, rimel,","otros (crema para manos, máquina de afeitar, polvos faciales, rimel, tinte para cabello, peine, esmalte para uñas, etc"
78,p606n,2017,11,"Otros servicios ( baños públicos, ondulación, lustrada de calzado, etc.)","otros servicios(baños públicos, ondulación, lustrada de calzado, etc.)"
78,p606n,2018,1,"Periódicos, revistas y libros",jabón de tocador
78,p606n,2018,2,"Esparcimiento y diversión (cine, cd, juguetes, espectáculos",champú y reacondicionador
78,p606n,2018,3,"Aportaciones o cuotas a clubes, asociaciones, etc.",pasta de dientes
78,p606n,2018,4,"Gastos en gimnasio ( aeróbicos, artes marciales, pesas )",desodorante
78,p606n,2018,5,"Diskette, usb",toallas higiénicas
78,p606n,2018,6,Artículos deportivos,colonia (para hombre y/o mujer)
78,p606n,2018,7,"Útiles de escritorio ( cuadernos, papeles, etc. )",lápiz labial
78,p606n,2018,8,Otros gastos,"artículos de tocador para bebes (jabón de tocador, champú, aceite, colonia, etc)"
78,p606n,2018,9,"Otros ( crema para manos, máquina de afeitar, polvos faciales, rimel,","otros (crema para manos, máquina de afeitar, polvos faciales, rimel, tinte para cabello, peine, esmalte para uñas, etc"
78,p606n,2018,11,"Otros servicios ( baños públicos, ondulación, lustrada de calzado, etc.)","otros servicios(baños públicos, ondulación, lustrada de calzado, etc.)"
78,p606n,2019,1,"Periódicos, revistas y libros",jabón de tocador
78,p606n,2019,2,"Esparcimiento y diversión (cine, cd, juguetes, espectáculos",champú y reacondicionador
78,p606n,2019,3,"Aportaciones o cuotas a clubes, asociaciones, etc.",pasta de dientes
78,p606n,2019,4,"Gastos en gimnasio ( aeróbicos, artes marciales, pesas )",desodorante
78,p606n,2019,5,Usb,toallas higiénicas
78,p606n,2019,6,Artículos deportivos,colonia (para hombre y/o mujer)
78,p606n,2019,7,"Útiles de escritorio ( cuadernos, papeles, etc. )",lápiz labial
78,p606n,2019,8,Otros gastos,"artículos de tocador para bebes (jabón de tocador, champú, aceite, colonia, etc)"
78,p606n,2019,9,"Otros ( crema para manos, máquina de afeitar, polvos faciales, rimel,","otros (crema para manos, máquina de afeitar, polvos faciales, rimel, tinte para cabello, peine, esmalte para uñas, etc"
78,p606n,2019,11,"Otros servicios ( baños públicos, ondulación, lustrada de calzado, etc.)","otros servicios(baños públicos, ondulación, lustrada de calzado, etc.)"
78,p606n,2021,1,"Períodicos, revistas y libros",jabón de tocador
78,p606n,2021,2,"Esparcimiento y diversión (ir al cine, comprar cd, juguete, espectáculo deportivo,etc)",champú y reacondicionador
78,p606n,2021,3,"Aportaciones o cuotas a clubes, asociaciones, etc.",pasta de dientes
78,p606n,2021,4,"Gastos en gimnasios(aeróbicos, artes marciales, pesas)",desodorante
78,p606n,2021,5,Usb,toallas higiénicas
78,p606n,2021,6,Artículos deportivos,colonia (para hombre y/o mujer)
78,p606n,2021,7,"Útiles de escritorio(cuadernos, papeles, etc.)",lápiz labial
78,p606n,2021,8,Otros gastos,"artículos de tocador para bebes (jabón de tocador, champú, aceite, colonia, etc)"
78,p606n,2021,9,Servicio streaming (tv pagada),"otros (crema para manos, máquina de afeitar, polvos faciales, rimel, tinte para cabello, peine, esmalte para uñas, etc"
78,p606n,2022,1,"Períodicos, revistas y libros",jabon de tocador
78,p606n,2022,2,"Esparcimiento y diversión (ir al cine, comprar cd, juguete, espectáculo deportivo,etc)",champu y reacondicionador
78,p606n,2022,3,"Aportaciones o cuotas a clubes, asociaciones, etc.",pasta de dientes
78,p606n,2022,4,"Gastos en gimnasios(aeróbicos, artes marciales, pesas)",desodorante
78,p606n,2022,5,Usb,toallas higienicas
78,p606n,2022,6,Artículos deportivos,colonia (para hombre y/o mujer)
78,p606n,2022,7,"Útiles de escritorio(cuadernos, papeles, etc.)",lapiz labial
78,p606n,2022,8,Otros gastos,"articulos de tocador para bebes (jabon, champu, aceite, etc)"
78,p606n,2022,9,Servicio streaming (tv pagada),"otros (crema, maquina de afeitar, tinte cabello, peine, etc"
78,p606n,2022,11,"Otros servicios(baños públicos, ondulación, lustrada de calzado, etc.)","otros servicios(baño publico, ondulacion, lustrada de calzado, etc.)"
78,p606n,2023,1,"Períodicos, revistas y libros",jabon de tocador
78,p606n,2023,2,"Esparcimiento y diversión (ir al cine, comprar cd, juguete, espectáculo deportivo,etc)",champu y reacondicionador
78,p606n,2023,3,"Aportaciones o cuotas a clubes, asociaciones, etc.",pasta de dientes
78,p606n,2023,4,"Gastos en gimnasios(aeróbicos, artes marciales, pesas)",desodorante
78,p606n,2023,5,Usb,toallas higienicas
78,p606n,2023,6,Artículos deportivos,colonia (para hombre y/o mujer)
78,p606n,2023,7,"Útiles de escritorio(cuadernos, papeles, etc.)",lapiz labial
78,p606n,2023,8,Otros gastos,articulos de tocador para bebes
78,p606n,2023,9,Servicio streaming (tv pagada),"otros (crema, maquina de afeitar, tinte cabello, peine, etc"
78,p606n,2023,11,"Otros servicios(baños públicos, ondulación, lustrada de calzado, etc.)","otros servicios(baño publico, ondulacion, lustrada de calzado, etc.)"
78,p606n,2024,11,Otros servicios,"otros servicios(baño publico, ondulacion, lustrada de calzado, etc.)"
78,ticuest01,2016,2,Cuestionario en tablet,cuestionario en pda
